gid;nom;x_min;y_min;x_max;y_max;url
1213;18595_51765_5cm_CC46;1859500;5176500;1860000;5177000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18595_51765_5cm_CC46.tif
1214;18600_51765_5cm_CC46;1860000;5176500;1860500;5177000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18600_51765_5cm_CC46.tif
1215;18310_51760_5cm_CC46;1831000;5176000;1831500;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18310_51760_5cm_CC46.tif
1216;18315_51760_5cm_CC46;1831500;5176000;1832000;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18315_51760_5cm_CC46.tif
1217;18320_51760_5cm_CC46;1832000;5176000;1832500;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18320_51760_5cm_CC46.tif
1218;18325_51760_5cm_CC46;1832500;5176000;1833000;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18325_51760_5cm_CC46.tif
1219;18330_51760_5cm_CC46;1833000;5176000;1833500;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18330_51760_5cm_CC46.tif
1220;18335_51760_5cm_CC46;1833500;5176000;1834000;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18335_51760_5cm_CC46.tif
1221;18340_51760_5cm_CC46;1834000;5176000;1834500;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18340_51760_5cm_CC46.tif
1222;18345_51760_5cm_CC46;1834500;5176000;1835000;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18345_51760_5cm_CC46.tif
1223;18350_51760_5cm_CC46;1835000;5176000;1835500;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18350_51760_5cm_CC46.tif
1224;18355_51760_5cm_CC46;1835500;5176000;1836000;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18355_51760_5cm_CC46.tif
1225;18360_51760_5cm_CC46;1836000;5176000;1836500;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18360_51760_5cm_CC46.tif
1226;18365_51760_5cm_CC46;1836500;5176000;1837000;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18365_51760_5cm_CC46.tif
1227;18370_51760_5cm_CC46;1837000;5176000;1837500;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18370_51760_5cm_CC46.tif
1228;18375_51760_5cm_CC46;1837500;5176000;1838000;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18375_51760_5cm_CC46.tif
1229;18380_51760_5cm_CC46;1838000;5176000;1838500;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18380_51760_5cm_CC46.tif
1230;18385_51760_5cm_CC46;1838500;5176000;1839000;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18385_51760_5cm_CC46.tif
1231;18390_51760_5cm_CC46;1839000;5176000;1839500;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18390_51760_5cm_CC46.tif
1232;18395_51760_5cm_CC46;1839500;5176000;1840000;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18395_51760_5cm_CC46.tif
1233;18400_51760_5cm_CC46;1840000;5176000;1840500;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18400_51760_5cm_CC46.tif
1234;18405_51760_5cm_CC46;1840500;5176000;1841000;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18405_51760_5cm_CC46.tif
1235;18410_51760_5cm_CC46;1841000;5176000;1841500;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18410_51760_5cm_CC46.tif
1236;18415_51760_5cm_CC46;1841500;5176000;1842000;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18415_51760_5cm_CC46.tif
1237;18420_51760_5cm_CC46;1842000;5176000;1842500;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18420_51760_5cm_CC46.tif
1238;18425_51760_5cm_CC46;1842500;5176000;1843000;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18425_51760_5cm_CC46.tif
1239;18430_51760_5cm_CC46;1843000;5176000;1843500;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18430_51760_5cm_CC46.tif
1240;18435_51760_5cm_CC46;1843500;5176000;1844000;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18435_51760_5cm_CC46.tif
1241;18440_51760_5cm_CC46;1844000;5176000;1844500;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18440_51760_5cm_CC46.tif
1242;18445_51760_5cm_CC46;1844500;5176000;1845000;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18445_51760_5cm_CC46.tif
1243;18450_51760_5cm_CC46;1845000;5176000;1845500;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18450_51760_5cm_CC46.tif
1244;18455_51760_5cm_CC46;1845500;5176000;1846000;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18455_51760_5cm_CC46.tif
1245;18460_51760_5cm_CC46;1846000;5176000;1846500;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18460_51760_5cm_CC46.tif
1246;18465_51760_5cm_CC46;1846500;5176000;1847000;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18465_51760_5cm_CC46.tif
1247;18470_51760_5cm_CC46;1847000;5176000;1847500;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18470_51760_5cm_CC46.tif
1248;18475_51760_5cm_CC46;1847500;5176000;1848000;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18475_51760_5cm_CC46.tif
1249;18480_51760_5cm_CC46;1848000;5176000;1848500;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18480_51760_5cm_CC46.tif
1250;18485_51760_5cm_CC46;1848500;5176000;1849000;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18485_51760_5cm_CC46.tif
1251;18490_51760_5cm_CC46;1849000;5176000;1849500;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18490_51760_5cm_CC46.tif
1252;18495_51760_5cm_CC46;1849500;5176000;1850000;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18495_51760_5cm_CC46.tif
1253;18500_51760_5cm_CC46;1850000;5176000;1850500;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18500_51760_5cm_CC46.tif
1254;18505_51760_5cm_CC46;1850500;5176000;1851000;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18505_51760_5cm_CC46.tif
1255;18510_51760_5cm_CC46;1851000;5176000;1851500;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18510_51760_5cm_CC46.tif
1256;18515_51760_5cm_CC46;1851500;5176000;1852000;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18515_51760_5cm_CC46.tif
1257;18520_51760_5cm_CC46;1852000;5176000;1852500;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18520_51760_5cm_CC46.tif
1258;18525_51760_5cm_CC46;1852500;5176000;1853000;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18525_51760_5cm_CC46.tif
1259;18530_51760_5cm_CC46;1853000;5176000;1853500;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18530_51760_5cm_CC46.tif
1260;18535_51760_5cm_CC46;1853500;5176000;1854000;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18535_51760_5cm_CC46.tif
1261;18540_51760_5cm_CC46;1854000;5176000;1854500;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18540_51760_5cm_CC46.tif
1262;18545_51760_5cm_CC46;1854500;5176000;1855000;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18545_51760_5cm_CC46.tif
1263;18550_51760_5cm_CC46;1855000;5176000;1855500;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18550_51760_5cm_CC46.tif
1264;18555_51760_5cm_CC46;1855500;5176000;1856000;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18555_51760_5cm_CC46.tif
1265;18560_51760_5cm_CC46;1856000;5176000;1856500;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18560_51760_5cm_CC46.tif
1266;18565_51760_5cm_CC46;1856500;5176000;1857000;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18565_51760_5cm_CC46.tif
1267;18570_51760_5cm_CC46;1857000;5176000;1857500;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18570_51760_5cm_CC46.tif
1268;18575_51760_5cm_CC46;1857500;5176000;1858000;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18575_51760_5cm_CC46.tif
1269;18580_51760_5cm_CC46;1858000;5176000;1858500;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18580_51760_5cm_CC46.tif
1270;18585_51760_5cm_CC46;1858500;5176000;1859000;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18585_51760_5cm_CC46.tif
1271;18590_51760_5cm_CC46;1859000;5176000;1859500;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18590_51760_5cm_CC46.tif
1272;18595_51760_5cm_CC46;1859500;5176000;1860000;5176500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18595_51760_5cm_CC46.tif
1273;18325_51755_5cm_CC46;1832500;5175500;1833000;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18325_51755_5cm_CC46.tif
1274;18330_51755_5cm_CC46;1833000;5175500;1833500;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18330_51755_5cm_CC46.tif
1275;18335_51755_5cm_CC46;1833500;5175500;1834000;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18335_51755_5cm_CC46.tif
1276;18340_51755_5cm_CC46;1834000;5175500;1834500;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18340_51755_5cm_CC46.tif
1277;18345_51755_5cm_CC46;1834500;5175500;1835000;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18345_51755_5cm_CC46.tif
1278;18350_51755_5cm_CC46;1835000;5175500;1835500;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18350_51755_5cm_CC46.tif
1279;18355_51755_5cm_CC46;1835500;5175500;1836000;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18355_51755_5cm_CC46.tif
1280;18360_51755_5cm_CC46;1836000;5175500;1836500;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18360_51755_5cm_CC46.tif
1281;18365_51755_5cm_CC46;1836500;5175500;1837000;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18365_51755_5cm_CC46.tif
1282;18370_51755_5cm_CC46;1837000;5175500;1837500;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18370_51755_5cm_CC46.tif
1283;18375_51755_5cm_CC46;1837500;5175500;1838000;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18375_51755_5cm_CC46.tif
1284;18380_51755_5cm_CC46;1838000;5175500;1838500;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18380_51755_5cm_CC46.tif
1285;18385_51755_5cm_CC46;1838500;5175500;1839000;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18385_51755_5cm_CC46.tif
1286;18390_51755_5cm_CC46;1839000;5175500;1839500;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18390_51755_5cm_CC46.tif
1287;18395_51755_5cm_CC46;1839500;5175500;1840000;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18395_51755_5cm_CC46.tif
1288;18400_51755_5cm_CC46;1840000;5175500;1840500;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18400_51755_5cm_CC46.tif
1289;18405_51755_5cm_CC46;1840500;5175500;1841000;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18405_51755_5cm_CC46.tif
1290;18410_51755_5cm_CC46;1841000;5175500;1841500;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18410_51755_5cm_CC46.tif
1291;18415_51755_5cm_CC46;1841500;5175500;1842000;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18415_51755_5cm_CC46.tif
1292;18420_51755_5cm_CC46;1842000;5175500;1842500;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18420_51755_5cm_CC46.tif
1293;18425_51755_5cm_CC46;1842500;5175500;1843000;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18425_51755_5cm_CC46.tif
1294;18430_51755_5cm_CC46;1843000;5175500;1843500;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18430_51755_5cm_CC46.tif
1295;18435_51755_5cm_CC46;1843500;5175500;1844000;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18435_51755_5cm_CC46.tif
1296;18440_51755_5cm_CC46;1844000;5175500;1844500;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18440_51755_5cm_CC46.tif
1297;18445_51755_5cm_CC46;1844500;5175500;1845000;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18445_51755_5cm_CC46.tif
1298;18450_51755_5cm_CC46;1845000;5175500;1845500;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18450_51755_5cm_CC46.tif
1299;18455_51755_5cm_CC46;1845500;5175500;1846000;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18455_51755_5cm_CC46.tif
1300;18460_51755_5cm_CC46;1846000;5175500;1846500;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18460_51755_5cm_CC46.tif
1301;18465_51755_5cm_CC46;1846500;5175500;1847000;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18465_51755_5cm_CC46.tif
1302;18470_51755_5cm_CC46;1847000;5175500;1847500;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18470_51755_5cm_CC46.tif
1303;18475_51755_5cm_CC46;1847500;5175500;1848000;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18475_51755_5cm_CC46.tif
1304;18480_51755_5cm_CC46;1848000;5175500;1848500;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18480_51755_5cm_CC46.tif
1305;18485_51755_5cm_CC46;1848500;5175500;1849000;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18485_51755_5cm_CC46.tif
1306;18490_51755_5cm_CC46;1849000;5175500;1849500;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18490_51755_5cm_CC46.tif
1307;18495_51755_5cm_CC46;1849500;5175500;1850000;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18495_51755_5cm_CC46.tif
1308;18500_51755_5cm_CC46;1850000;5175500;1850500;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18500_51755_5cm_CC46.tif
1309;18505_51755_5cm_CC46;1850500;5175500;1851000;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18505_51755_5cm_CC46.tif
1310;18510_51755_5cm_CC46;1851000;5175500;1851500;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18510_51755_5cm_CC46.tif
1311;18515_51755_5cm_CC46;1851500;5175500;1852000;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18515_51755_5cm_CC46.tif
1312;18520_51755_5cm_CC46;1852000;5175500;1852500;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18520_51755_5cm_CC46.tif
1313;18525_51755_5cm_CC46;1852500;5175500;1853000;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18525_51755_5cm_CC46.tif
1314;18530_51755_5cm_CC46;1853000;5175500;1853500;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18530_51755_5cm_CC46.tif
1315;18535_51755_5cm_CC46;1853500;5175500;1854000;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18535_51755_5cm_CC46.tif
1316;18540_51755_5cm_CC46;1854000;5175500;1854500;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18540_51755_5cm_CC46.tif
1317;18545_51755_5cm_CC46;1854500;5175500;1855000;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18545_51755_5cm_CC46.tif
1318;18550_51755_5cm_CC46;1855000;5175500;1855500;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18550_51755_5cm_CC46.tif
1319;18555_51755_5cm_CC46;1855500;5175500;1856000;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18555_51755_5cm_CC46.tif
1320;18560_51755_5cm_CC46;1856000;5175500;1856500;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18560_51755_5cm_CC46.tif
1321;18565_51755_5cm_CC46;1856500;5175500;1857000;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18565_51755_5cm_CC46.tif
1322;18570_51755_5cm_CC46;1857000;5175500;1857500;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18570_51755_5cm_CC46.tif
1323;18575_51755_5cm_CC46;1857500;5175500;1858000;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18575_51755_5cm_CC46.tif
1324;18580_51755_5cm_CC46;1858000;5175500;1858500;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18580_51755_5cm_CC46.tif
1325;18585_51755_5cm_CC46;1858500;5175500;1859000;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18585_51755_5cm_CC46.tif
1326;18590_51755_5cm_CC46;1859000;5175500;1859500;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18590_51755_5cm_CC46.tif
1327;18595_51755_5cm_CC46;1859500;5175500;1860000;5176000;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18595_51755_5cm_CC46.tif
1328;18325_51750_5cm_CC46;1832500;5175000;1833000;5175500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18325_51750_5cm_CC46.tif
1329;18330_51750_5cm_CC46;1833000;5175000;1833500;5175500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18330_51750_5cm_CC46.tif
1330;18335_51750_5cm_CC46;1833500;5175000;1834000;5175500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18335_51750_5cm_CC46.tif
1331;18340_51750_5cm_CC46;1834000;5175000;1834500;5175500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18340_51750_5cm_CC46.tif
1332;18345_51750_5cm_CC46;1834500;5175000;1835000;5175500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18345_51750_5cm_CC46.tif
1333;18350_51750_5cm_CC46;1835000;5175000;1835500;5175500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18350_51750_5cm_CC46.tif
1334;18355_51750_5cm_CC46;1835500;5175000;1836000;5175500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18355_51750_5cm_CC46.tif
1335;18360_51750_5cm_CC46;1836000;5175000;1836500;5175500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18360_51750_5cm_CC46.tif
1336;18365_51750_5cm_CC46;1836500;5175000;1837000;5175500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18365_51750_5cm_CC46.tif
1337;18370_51750_5cm_CC46;1837000;5175000;1837500;5175500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18370_51750_5cm_CC46.tif
1338;18375_51750_5cm_CC46;1837500;5175000;1838000;5175500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18375_51750_5cm_CC46.tif
1339;18380_51750_5cm_CC46;1838000;5175000;1838500;5175500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18380_51750_5cm_CC46.tif
1340;18385_51750_5cm_CC46;1838500;5175000;1839000;5175500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18385_51750_5cm_CC46.tif
1341;18390_51750_5cm_CC46;1839000;5175000;1839500;5175500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18390_51750_5cm_CC46.tif
1342;18395_51750_5cm_CC46;1839500;5175000;1840000;5175500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18395_51750_5cm_CC46.tif
1343;18400_51750_5cm_CC46;1840000;5175000;1840500;5175500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18400_51750_5cm_CC46.tif
1344;18405_51750_5cm_CC46;1840500;5175000;1841000;5175500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18405_51750_5cm_CC46.tif
1345;18410_51750_5cm_CC46;1841000;5175000;1841500;5175500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18410_51750_5cm_CC46.tif
1346;18415_51750_5cm_CC46;1841500;5175000;1842000;5175500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18415_51750_5cm_CC46.tif
1347;18420_51750_5cm_CC46;1842000;5175000;1842500;5175500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18420_51750_5cm_CC46.tif
1348;18425_51750_5cm_CC46;1842500;5175000;1843000;5175500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18425_51750_5cm_CC46.tif
1349;18430_51750_5cm_CC46;1843000;5175000;1843500;5175500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18430_51750_5cm_CC46.tif
1350;18435_51750_5cm_CC46;1843500;5175000;1844000;5175500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18435_51750_5cm_CC46.tif
1351;18440_51750_5cm_CC46;1844000;5175000;1844500;5175500;https://data.grandlyon.com/files/grandlyon/imagerie/ortho2023/ortho/tiff/500m_5cm_cc46/18440_51750_5cm_CC46.tif
